time,XAUUSD,EURUSD,NAS100,US30,SPX500,USDJPY
2017-01-13,1195.300048828125,1.0616837739944458,5059.509765625,19885.73046875,2274.639892578125,114.66400146484375
2017-01-16,1195.300048828125,1.0628687143325806,5059.509765625,19885.73046875,2274.639892578125,114.22699737548828
2017-01-17,1212.0,1.0602991580963135,5044.64990234375,19826.76953125,2267.889892578125,114.1520004272461
2017-01-18,1211.300048828125,1.0696789026260376,5055.85009765625,19804.720703125,2271.889892578125,112.87799835205078
2017-01-19,1200.9000244140625,1.062778353691101,5051.169921875,19732.400390625,2263.68994140625,114.76200103759766
2017-01-20,1204.300048828125,1.0659730434417725,5063.2001953125,19827.25,2271.31005859375,114.9800033569336
2017-01-23,1215.0,1.0713750123977661,5065.7001953125,19799.849609375,2265.199951171875,113.80999755859375
2017-01-24,1210.300048828125,1.0760787725448608,5101.06005859375,19912.7109375,2280.070068359375,112.77999877929688
2017-01-25,1197.300048828125,1.0728693008422852,5151.47021484375,20068.509765625,2298.3701171875,113.83999633789062
2017-01-26,1189.5,1.0751993656158447,5156.919921875,20100.91015625,2296.679931640625,113.29299926757812
2017-01-27,1188.0999755859375,1.068296194076538,5168.06005859375,20093.779296875,2294.68994140625,114.45500183105469
2017-01-30,1193.199951171875,1.0713980197906494,5129.330078125,19971.130859375,2280.89990234375,114.66799926757812
2017-01-31,1208.5999755859375,1.0708587169647217,5116.77001953125,19864.08984375,2278.8701171875,113.6500015258789
2017-02-01,1205.5999755859375,1.0803803205490112,5152.68994140625,19890.939453125,2279.550048828125,112.74299621582031
2017-02-02,1216.699951171875,1.0767391920089722,5147.7001953125,19884.91015625,2280.85009765625,113.31099700927734
2017-02-03,1218.5,1.0761713981628418,5161.60009765625,20071.4609375,2297.419921875,112.78900146484375
2017-02-06,1230.0,1.0782949924468994,5167.9599609375,20052.419921875,2292.56005859375,112.63899993896484
2017-02-07,1234.199951171875,1.0743216276168823,5185.8798828125,20090.2890625,2293.080078125,111.8270034790039
2017-02-08,1237.5999755859375,1.0678056478500366,5196.580078125,20054.33984375,2294.669921875,112.38700103759766
2017-02-09,1235.0999755859375,1.0692213773727417,5212.16015625,20172.400390625,2307.8701171875,111.9520034790039
2017-02-10,1234.4000244140625,1.0658594369888306,5226.68994140625,20269.369140625,2316.10009765625,113.43399810791016
2017-02-13,1224.4000244140625,1.061954379081726,5256.81982421875,20412.16015625,2328.25,113.91400146484375
2017-02-14,1223.9000244140625,1.059849739074707,5271.06982421875,20504.41015625,2337.580078125,113.70500183105469
2017-02-15,1231.699951171875,1.0578316450119019,5302.39013671875,20611.859375,2349.25,114.3010025024414
2017-02-16,1240.0,1.0607378482818604,5300.64013671875,20619.76953125,2347.219970703125,114.11199951171875
2017-02-17,1237.5999755859375,1.0672245025634766,5324.72021484375,20624.05078125,2351.159912109375,113.30500030517578
2017-02-20,1237.5999755859375,1.062665343284607,5324.72021484375,20624.05078125,2351.159912109375,112.91100311279297
2017-02-21,1237.5,1.0609403848648071,5350.72998046875,20743.0,2365.3798828125,113.27999877929688
2017-02-22,1232.0,1.0542073249816895,5352.1298828125,20775.599609375,2362.820068359375,113.66899871826172
2017-02-23,1250.199951171875,1.0554089546203613,5332.3701171875,20810.3203125,2363.81005859375,113.41699981689453
2017-02-24,1256.9000244140625,1.0584474802017212,5343.31005859375,20821.759765625,2367.340087890625,112.68199920654297
2017-02-27,1257.4000244140625,1.055275321006775,5347.5498046875,20837.439453125,2369.75,112.18800354003906
2017-02-28,1252.5999755859375,1.0584250688552856,5330.31005859375,20812.240234375,2363.639892578125,112.74500274658203
2017-03-01,1248.9000244140625,1.0569148063659668,5390.990234375,21115.55078125,2395.9599609375,113.0770034790039
2017-03-02,1231.9000244140625,1.0535852909088135,5363.259765625,21002.970703125,2381.919921875,114.12100219726562
2017-03-03,1225.5,1.0509721040725708,5373.47998046875,21005.7109375,2383.1201171875,114.34200286865234
2017-03-06,1224.5,1.062044620513916,5360.31005859375,20954.33984375,2375.31005859375,113.84700012207031
2017-03-07,1215.0999755859375,1.0579211711883545,5351.27978515625,20924.759765625,2368.389892578125,113.91699981689453
2017-03-08,1208.5,1.0570154190063477,5359.81005859375,20855.73046875,2362.97998046875,113.9260025024414
2017-03-09,1202.4000244140625,1.0547411441802979,5363.97998046875,20858.189453125,2364.8701171875,114.41100311279297
2017-03-10,1200.699951171875,1.0578428506851196,5385.89990234375,20902.98046875,2372.60009765625,115.14900207519531
2017-03-13,1202.4000244140625,1.0690041780471802,5394.56982421875,20881.48046875,2373.469970703125,114.73200225830078
2017-03-14,1201.9000244140625,1.0651443004608154,5382.169921875,20837.369140625,2365.449951171875,114.91500091552734
2017-03-15,1200.0999755859375,1.0612443685531616,5416.25,20950.099609375,2385.260009765625,114.65899658203125
2017-03-16,1226.5,1.0737909078598022,5412.080078125,20934.55078125,2381.3798828125,113.4020004272461
2017-03-17,1229.800048828125,1.077470064163208,5408.759765625,20914.619140625,2378.25,113.33999633789062
2017-03-20,1233.5999755859375,1.0742985010147095,5413.31005859375,20905.859375,2373.469970703125,112.67400360107422
2017-03-21,1246.0999755859375,1.073767900466919,5332.52978515625,20668.009765625,2344.02001953125,112.572998046875
2017-03-22,1249.300048828125,1.081244707107544,5367.5498046875,20661.30078125,2348.449951171875,111.53199768066406
2017-03-23,1246.9000244140625,1.0790164470672607,5355.14013671875,20656.580078125,2345.9599609375,111.36900329589844
2017-03-24,1248.199951171875,1.0783880949020386,5364.0,20596.720703125,2343.97998046875,111.00399780273438
2017-03-27,1255.4000244140625,1.0849517583847046,5374.27001953125,20550.98046875,2341.590087890625,110.552001953125
2017-03-28,1255.300048828125,1.0860947370529175,5407.2099609375,20701.5,2358.570068359375,110.77100372314453
2017-03-29,1253.4000244140625,1.0817711353302002,5430.27001953125,20659.3203125,2361.1298828125,111.22599792480469
2017-03-30,1245.0,1.0759629011154175,5439.740234375,20728.490234375,2368.06005859375,111.15399932861328
2017-03-31,1247.300048828125,1.0687072277069092,5436.22998046875,20663.220703125,2362.719970703125,111.7760009765625
2017-04-03,1250.800048828125,1.0668829679489136,5432.2001953125,20650.2109375,2358.840087890625,111.26499938964844
2017-04-04,1255.0,1.067008137702942,5440.41015625,20689.240234375,2360.159912109375,110.70899963378906
2017-04-05,1245.4000244140625,1.0680338144302368,5418.52001953125,20648.150390625,2352.949951171875,110.85399627685547
2017-04-06,1250.300048828125,1.0672472715377808,5420.8798828125,20662.94921875,2357.489990234375,110.38099670410156
2017-04-07,1254.300048828125,1.0644639730453491,5418.3701171875,20656.099609375,2355.5400390625,110.89700317382812
2017-04-10,1251.0999755859375,1.0582010746002197,5421.68017578125,20658.01953125,2357.159912109375,111.2249984741211
2017-04-11,1271.199951171875,1.0597598552703857,5398.39990234375,20651.30078125,2353.780029296875,110.71700286865234
2017-04-12,1275.300048828125,1.0611318349838257,5377.02978515625,20591.859375,2344.929931640625,109.58699798583984
2017-04-13,1285.9000244140625,1.0670650005340576,5353.58984375,20453.25,2328.949951171875,108.9020004272461
2017-04-14,1285.9000244140625,1.0616387128829956,5353.58984375,20453.25,2328.949951171875,109.10099792480469
2017-04-17,1289.4000244140625,1.0610530376434326,5399.2001953125,20636.919921875,2349.010009765625,108.322998046875
2017-04-18,1291.699951171875,1.0644525289535522,5391.66015625,20523.279296875,2342.18994140625,109.11199951171875
2017-04-19,1281.4000244140625,1.0728693008422852,5399.64013671875,20404.490234375,2338.169921875,108.53500366210938
2017-04-20,1281.9000244140625,1.0715012550354004,5443.52978515625,20578.7109375,2355.840087890625,108.83399963378906
2017-04-21,1287.4000244140625,1.0714898109436035,5442.0498046875,20547.759765625,2348.68994140625,109.375
2017-04-24,1275.800048828125,1.087393879890442,5508.02978515625,20763.890625,2374.14990234375,109.97799682617188
2017-04-25,1265.5999755859375,1.0864840745925903,5548.18994140625,20996.119140625,2388.610107421875,109.64099884033203
2017-04-26,1262.0999755859375,1.0928245782852173,5541.08984375,20975.08984375,2387.449951171875,111.0459976196289
2017-04-27,1263.699951171875,1.090893268585205,5571.27978515625,20981.330078125,2388.77001953125,111.19100189208984
2017-04-28,1266.0999755859375,1.0864251852035522,5583.52978515625,20940.509765625,2384.199951171875,111.22599792480469
2017-05-01,1253.300048828125,1.0907504558563232,5629.6298828125,20913.4609375,2388.330078125,111.302001953125
2017-05-02,1255.0999755859375,1.090893268585205,5644.06982421875,20949.890625,2391.169921875,111.81199645996094
2017-05-03,1246.4000244140625,1.0935654640197754,5625.16015625,20957.900390625,2388.1298828125,111.96900177001953
2017-05-04,1226.5,1.0888975858688354,5626.31982421875,20951.470703125,2389.52001953125,112.78299713134766
