time,open,high,low,close
2016-03-29,100.0,100.0,100.0,100.0
2016-03-30,100.1528311345939,100.1528311345939,100.1528311345939,100.1528311345939
2016-03-31,100.17800756244193,100.17800756244193,100.17800756244193,100.17800756244193
2016-04-01,100.48657170706927,100.48657170706927,100.48657170706927,100.48657170706927
2016-04-04,100.14989736986031,100.14989736986031,100.14989736986031,100.14989736986031
2016-04-05,99.77375226563987,99.77375226563987,99.77375226563987,99.77375226563987
2016-04-06,100.10617699431191,100.10617699431191,100.10617699431191,100.10617699431191
2016-04-07,99.60894645495559,99.60894645495559,99.60894645495559,99.60894645495559
2016-04-08,99.53397423648781,99.53397423648781,99.53397423648781,99.53397423648781
2016-04-11,99.62321105324659,99.62321105324659,99.62321105324659,99.62321105324659
2016-04-12,100.07021850129878,100.07021850129878,100.07021850129878,100.07021850129878
2016-04-13,100.53340173368015,100.53340173368015,100.53340173368015,100.53340173368015
2016-04-14,100.22436591892541,100.22436591892541,100.22436591892541,100.22436591892541
2016-04-15,100.22007440030842,100.22007440030842,100.22007440030842,100.22007440030842
2016-04-18,100.37769844931549,100.37769844931549,100.37769844931549,100.37769844931549
2016-04-19,100.79735350260289,100.79735350260289,100.79735350260289,100.79735350260289
2016-04-20,100.96584866027293,100.96584866027293,100.96584866027293,100.96584866027293
2016-04-21,100.72887473882703,100.72887473882703,100.72887473882703,100.72887473882703
2016-04-22,100.14974410054668,100.14974410054668,100.14974410054668,100.14974410054668
2016-04-25,100.45246119838544,100.45246119838544,100.45246119838544,100.45246119838544
2016-04-26,100.46841167882398,100.46841167882398,100.46841167882398,100.46841167882398
2016-04-27,100.56023517666512,100.56023517666512,100.56023517666512,100.56023517666512
2016-04-28,100.31677237423465,100.31677237423465,100.31677237423465,100.31677237423465
2016-04-29,99.92809112243584,99.92809112243584,99.92809112243584,99.92809112243584
2016-05-02,100.29980550215501,100.29980550215501,100.29980550215501,100.29980550215501
2016-05-03,99.90120515938766,99.90120515938766,99.90120515938766,99.90120515938766
2016-05-04,99.3859210040925,99.3859210040925,99.3859210040925,99.3859210040925
2016-05-05,99.3778605328257,99.3778605328257,99.3778605328257,99.3778605328257
2016-05-06,99.7945534654076,99.7945534654076,99.7945534654076,99.7945534654076
2016-05-09,99.45266850030342,99.45266850030342,99.45266850030342,99.45266850030342
2016-05-10,100.22765936807478,100.22765936807478,100.22765936807478,100.22765936807478
2016-05-11,99.96445211034276,99.96445211034276,99.96445211034276,99.96445211034276
2016-05-12,99.802887879659,99.802887879659,99.802887879659,99.802887879659
2016-05-13,99.47886995459216,99.47886995459216,99.47886995459216,99.47886995459216
2016-05-16,99.87927756286683,99.87927756286683,99.87927756286683,99.87927756286683
2016-05-17,99.43210844084676,99.43210844084676,99.43210844084676,99.43210844084676
2016-05-18,99.44019241232358,99.44019241232358,99.44019241232358,99.44019241232358
2016-05-19,98.99692173943727,98.99692173943727,98.99692173943727,98.99692173943727
2016-05-20,99.25173612597025,99.25173612597025,99.25173612597025,99.25173612597025
2016-05-23,99.21157192601301,99.21157192601301,99.21157192601301,99.21157192601301
2016-05-24,99.5745949827987,99.5745949827987,99.5745949827987,99.5745949827987
2016-05-25,99.87899237640808,99.87899237640808,99.87899237640808,99.87899237640808
2016-05-26,99.87293076541648,99.87293076541648,99.87293076541648,99.87293076541648
2016-05-27,99.98065798635305,99.98065798635305,99.98065798635305,99.98065798635305
2016-05-30,100.01901223150193,100.01901223150193,100.01901223150193,100.01901223150193
2016-05-31,100.04598379266012,100.04598379266012,100.04598379266012,100.04598379266012
2016-06-01,99.96904438907369,99.96904438907369,99.96904438907369,99.96904438907369
2016-06-02,99.97441764440498,99.97441764440498,99.97441764440498,99.97441764440498
2016-06-03,100.08541873739513,100.08541873739513,100.08541873739513,100.08541873739513
2016-06-06,100.35482321012384,100.35482321012384,100.35482321012384,100.35482321012384
2016-06-07,100.4830542883402,100.4830542883402,100.4830542883402,100.4830542883402
2016-06-08,100.79823923784811,100.79823923784811,100.79823923784811,100.79823923784811
2016-06-09,100.85860590108325,100.85860590108325,100.85860590108325,100.85860590108325
2016-06-10,100.35553207653918,100.35553207653918,100.35553207653918,100.35553207653918
2016-06-13,99.89388854251374,99.89388854251374,99.89388854251374,99.89388854251374
2016-06-14,99.86556450475854,99.86556450475854,99.86556450475854,99.86556450475854
2016-06-15,99.61021278627241,99.61021278627241,99.61021278627241,99.61021278627241
2016-06-16,99.97448907843375,99.97448907843375,99.97448907843375,99.97448907843375
2016-06-17,99.44172926495816,99.44172926495816,99.44172926495816,99.44172926495816
2016-06-20,99.85315745029895,99.85315745029895,99.85315745029895,99.85315745029895
2016-06-21,99.5507421386989,99.5507421386989,99.5507421386989,99.5507421386989
2016-06-22,99.44176217842104,99.44176217842104,99.44176217842104,99.44176217842104
2016-06-23,100.13626316550227,100.13626316550227,100.13626316550227,100.13626316550227
2016-06-24,99.1032597853658,99.1032597853658,99.1032597853658,99.1032597853658
2016-06-27,97.4059338396073,97.4059338396073,97.4059338396073,97.4059338396073
2016-06-28,98.12599488493498,98.12599488493498,98.12599488493498,98.12599488493498
2016-06-29,99.29254777107482,99.29254777107482,99.29254777107482,99.29254777107482
2016-06-30,99.96240166388513,99.96240166388513,99.96240166388513,99.96240166388513
2016-07-01,100.333492586112,100.333492586112,100.333492586112,100.333492586112
2016-07-04,100.27618410440516,100.27618410440516,100.27618410440516,100.27618410440516
2016-07-05,100.23366723563989,100.23366723563989,100.23366723563989,100.23366723563989
2016-07-06,100.28357224335917,100.28357224335917,100.28357224335917,100.28357224335917
2016-07-07,100.29784258785224,100.29784258785224,100.29784258785224,100.29784258785224
2016-07-08,100.89232167593094,100.89232167593094,100.89232167593094,100.89232167593094
2016-07-11,101.0525542483278,101.0525542483278,101.0525542483278,101.0525542483278
2016-07-12,101.43491503908814,101.43491503908814,101.43491503908814,101.43491503908814
2016-07-13,101.89670260410041,101.89670260410041,101.89670260410041,101.89670260410041
2016-07-14,102.02293166004046,102.02293166004046,102.02293166004046,102.02293166004046
2016-07-15,102.12967210948334,102.12967210948334,102.12967210948334,102.12967210948334
2016-07-18,102.28275023014086,102.28275023014086,102.28275023014086,102.28275023014086
2016-07-19,102.40135290071441,102.40135290071441,102.40135290071441,102.40135290071441
2016-07-20,102.45318909736838,102.45318909736838,102.45318909736838,102.45318909736838
2016-07-21,102.61510685116025,102.61510685116025,102.61510685116025,102.61510685116025
2016-07-22,102.51602713540919,102.51602713540919,102.51602713540919,102.51602713540919
2016-07-25,102.32986343923541,102.32986343923541,102.32986343923541,102.32986343923541
2016-07-26,102.27050569155494,102.27050569155494,102.27050569155494,102.27050569155494
2016-07-27,102.31408474219344,102.31408474219344,102.31408474219344,102.31408474219344
2016-07-28,102.61685143328569,102.61685143328569,102.61685143328569,102.61685143328569
2016-07-29,102.85204099216817,102.85204099216817,102.85204099216817,102.85204099216817
2016-08-01,102.66303418683549,102.66303418683549,102.66303418683549,102.66303418683549
2016-08-02,102.50643380049733,102.50643380049733,102.50643380049733,102.50643380049733
2016-08-03,102.41177813110593,102.41177813110593,102.41177813110593,102.41177813110593
2016-08-04,102.42347269980047,102.42347269980047,102.42347269980047,102.42347269980047
2016-08-05,102.58869715157229,102.58869715157229,102.58869715157229,102.58869715157229
2016-08-08,102.58901966774734,102.58901966774734,102.58901966774734,102.58901966774734
2016-08-09,102.72514875476827,102.72514875476827,102.72514875476827,102.72514875476827
2016-08-10,102.65244437156022,102.65244437156022,102.65244437156022,102.65244437156022
2016-08-11,102.86823913368843,102.86823913368843,102.86823913368843,102.86823913368843
2016-08-12,102.79021670687276,102.79021670687276,102.79021670687276,102.79021670687276
2016-08-15,102.9766506843588,102.9766506843588,102.9766506843588,102.9766506843588
2016-08-16,102.84843268837909,102.84843268837909,102.84843268837909,102.84843268837909
2016-08-17,102.79604749713486,102.79604749713486,102.79604749713486,102.79604749713486
2016-08-18,102.96019921600924,102.96019921600924,102.96019921600924,102.96019921600924
2016-08-19,102.85973839664817,102.85973839664817,102.85973839664817,102.85973839664817
2016-08-22,102.80100201022924,102.80100201022924,102.80100201022924,102.80100201022924
2016-08-23,102.90383922146327,102.90383922146327,102.90383922146327,102.90383922146327
2016-08-24,102.40366305831,102.40366305831,102.40366305831,102.40366305831
2016-08-25,102.25071489500444,102.25071489500444,102.25071489500444,102.25071489500444
2016-08-26,102.26330499398387,102.26330499398387,102.26330499398387,102.26330499398387
2016-08-29,102.59044718667481,102.59044718667481,102.59044718667481,102.59044718667481
2016-08-30,102.28463678405613,102.28463678405613,102.28463678405613,102.28463678405613
2016-08-31,102.2318209972422,102.2318209972422,102.2318209972422,102.2318209972422
2016-09-01,102.44659999884618,102.44659999884618,102.44659999884618,102.44659999884618
2016-09-02,102.82125795868201,102.82125795868201,102.82125795868201,102.82125795868201
2016-09-05,102.87414929504222,102.87414929504222,102.87414929504222,102.87414929504222
2016-09-06,103.3487167123753,103.3487167123753,103.3487167123753,103.3487167123753
2016-09-07,103.10310346413122,103.10310346413122,103.10310346413122,103.10310346413122
2016-09-08,102.85921165157546,102.85921165157546,102.85921165157546,102.85921165157546
2016-09-09,101.67665045036304,101.67665045036304,101.67665045036304,101.67665045036304
2016-09-12,102.31113209306773,102.31113209306773,102.31113209306773,102.31113209306773
2016-09-13,101.53174323844685,101.53174323844685,101.53174323844685,101.53174323844685
2016-09-14,101.69490955738183,101.69490955738183,101.69490955738183,101.69490955738183
2016-09-15,102.24490640052223,102.24490640052223,102.24490640052223,102.24490640052223
2016-09-16,101.89937101123199,101.89937101123199,101.89937101123199,101.89937101123199
2016-09-19,101.83601529539901,101.83601529539901,101.83601529539901,101.83601529539901
2016-09-20,101.84252687440885,101.84252687440885,101.84252687440885,101.84252687440885
2016-09-21,102.43275807853401,102.43275807853401,102.43275807853401,102.43275807853401
2016-09-22,102.80785987583792,102.80785987583792,102.80785987583792,102.80785987583792
2016-09-23,102.53361807583781,102.53361807583781,102.53361807583781,102.53361807583781
2016-09-26,102.17028652776463,102.17028652776463,102.17028652776463,102.17028652776463
2016-09-27,102.33197600752244,102.33197600752244,102.33197600752244,102.33197600752244
2016-09-28,102.44509832677106,102.44509832677106,102.44509832677106,102.44509832677106
2016-09-29,102.09154942818266,102.09154942818266,102.09154942818266,102.09154942818266
2016-09-30,102.44127184337788,102.44127184337788,102.44127184337788,102.44127184337788
2016-10-03,102.33172587765416,102.33172587765416,102.33172587765416,102.33172587765416
2016-10-04,101.59172823997643,101.59172823997643,101.59172823997643,101.59172823997643
2016-10-05,101.99572377563675,101.99572377563675,101.99572377563675,101.99572377563675
