time,symbol,open,high,low,close,volume,source
2026-03-29T00:47:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:47:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:47:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:47:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:47:00Z,BTCUSD,66410.31,66410.31,66409.13,66409.13,1504103470.7383337,binance
2026-03-29T00:48:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:48:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:48:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:48:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:48:00Z,BTCUSD,66409.12,66409.12,66405.12,66405.12,1504181730.157252,binance
2026-03-29T00:49:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:49:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:49:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:49:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:49:00Z,BTCUSD,66415.51,66424.55,66415.51,66424.55,1504183460.6486845,binance
2026-03-29T00:50:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:50:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:50:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:50:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:50:00Z,BTCUSD,66438.97,66470.34,66438.97,66470.34,1504145017.4087172,binance
2026-03-29T00:51:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T00:51:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:51:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T00:51:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T00:51:00Z,BTCUSD,66471.99,66492.43,66471.99,66492.43,2256049484.7182717,binance
2026-03-29T00:52:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T00:52:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:52:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T00:52:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T00:52:00Z,BTCUSD,66500.0,66500.0,66470.34,66470.34,2255921828.3238773,binance
2026-03-29T00:53:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:53:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:53:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:53:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:53:00Z,BTCUSD,66458.71,66458.71,66440.72,66440.72,1503734648.5459023,binance
2026-03-29T00:54:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:54:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:54:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:54:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:54:00Z,BTCUSD,66437.94,66437.94,66412.01,66412.01,1503545106.9975312,binance
2026-03-29T00:55:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T00:55:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:55:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T00:55:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T00:55:00Z,BTCUSD,66432.62,66443.62,66432.62,66443.62,2250652416.997685,binance
2026-03-29T00:56:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:56:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:56:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:56:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:56:00Z,BTCUSD,66453.18,66453.18,66445.9,66445.9,1500038440.4772444,binance
2026-03-29T00:57:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T00:57:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:57:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T00:57:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T00:57:00Z,BTCUSD,66443.86,66457.99,66443.86,66457.99,2247998054.6213417,binance
2026-03-29T00:58:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:58:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:58:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:58:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:58:00Z,BTCUSD,66457.67,66461.22,66457.67,66461.22,1495760767.1360912,binance
2026-03-29T00:59:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T00:59:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T00:59:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T00:59:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T00:59:00Z,BTCUSD,66470.41,66474.19,66470.41,66474.19,1496270594.7240758,binance
2026-03-29T01:00:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:00:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:00:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:00:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:00:00Z,BTCUSD,66482.01,66488.75,66482.01,66488.75,2239928259.40287,binance
2026-03-29T01:01:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:01:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:01:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:01:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:01:00Z,BTCUSD,66499.99,66499.99,66495.19,66495.19,1492417110.7805846,binance
2026-03-29T01:02:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:02:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:02:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:02:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:02:00Z,BTCUSD,66493.66,66500.0,66493.66,66500.0,1492298104.907032,binance
2026-03-29T01:03:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:03:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:03:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:03:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:03:00Z,BTCUSD,66496.53,66499.99,66496.53,66499.99,2239261440.469646,binance
2026-03-29T01:04:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:04:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:04:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:04:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:04:00Z,BTCUSD,66519.64,66541.0,66519.64,66541.0,1494125550.700347,binance
2026-03-29T01:05:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:05:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:05:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:05:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:05:00Z,BTCUSD,66529.4,66556.48,66529.4,66556.48,2242222677.9798665,binance
2026-03-29T01:06:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:06:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:06:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:06:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:06:00Z,BTCUSD,66562.11,66562.11,66546.46,66546.46,1495344013.9445639,binance
2026-03-29T01:07:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:07:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:07:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:07:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:07:00Z,BTCUSD,66546.46,66590.0,66546.46,66590.0,2243933634.0018716,binance
2026-03-29T01:08:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:08:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:08:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:08:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:08:00Z,BTCUSD,66596.65,66596.65,66586.16,66586.16,1496277636.0757575,binance
2026-03-29T01:09:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:09:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:09:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:09:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:09:00Z,BTCUSD,66563.58,66570.0,66563.58,66570.0,1496734752.0799773,binance
2026-03-29T01:10:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:10:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:10:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:10:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:10:00Z,BTCUSD,66520.16,66528.56,66520.16,66528.56,2249067803.6582947,binance
2026-03-29T01:11:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:11:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:11:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:11:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:11:00Z,BTCUSD,66523.45,66523.45,66507.19,66507.19,1495672051.4896927,binance
2026-03-29T01:12:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:12:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:12:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:12:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:12:00Z,BTCUSD,66544.55,66544.55,66527.24,66527.24,1497917303.121268,binance
2026-03-29T01:13:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:13:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:13:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:13:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:13:00Z,BTCUSD,66532.31,66549.57,66532.31,66549.57,2242381814.727554,binance
2026-03-29T01:14:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:14:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:14:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:14:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:14:00Z,BTCUSD,66550.91,66558.6,66550.91,66558.6,1492832440.1556063,binance
2026-03-29T01:15:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:15:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:15:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:15:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:15:00Z,BTCUSD,66554.0,66565.49,66554.0,66565.49,1492582375.028314,binance
2026-03-29T01:16:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:16:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:16:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:16:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:16:00Z,BTCUSD,66581.62,66585.64,66575.72,66575.72,2238128839.00606,binance
2026-03-29T01:17:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:17:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:17:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:17:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:17:00Z,BTCUSD,66556.92,66556.92,66545.85,66545.85,1491340306.4240785,binance
2026-03-29T01:18:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:18:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:18:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:18:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:18:00Z,BTCUSD,66547.09,66579.82,66545.84,66579.82,2236173767.710299,binance
2026-03-29T01:19:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:19:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:19:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:19:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:19:00Z,BTCUSD,66577.51,66577.51,66574.2,66574.2,1490037040.7854373,binance
2026-03-29T01:20:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:20:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:20:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:20:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:20:00Z,BTCUSD,66568.97,66586.15,66568.97,66586.15,1488698058.3845127,binance
2026-03-29T01:21:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:21:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:21:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:21:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:21:00Z,BTCUSD,66588.25,66594.65,66581.79,66594.65,2231419019.1777987,binance
2026-03-29T01:22:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:22:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:22:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:22:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:22:00Z,BTCUSD,66611.3,66611.3,66588.48,66588.48,1487919372.6158414,binance
2026-03-29T01:23:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:23:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:23:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:23:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:23:00Z,BTCUSD,66581.78,66581.78,66580.23,66580.23,1487745851.5559628,binance
2026-03-29T01:24:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:24:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:24:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:24:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:24:00Z,BTCUSD,66560.01,66560.01,66542.94,66542.94,2231945216.9621897,binance
2026-03-29T01:25:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:25:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:25:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:25:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:25:00Z,BTCUSD,66538.01,66538.01,66530.28,66530.28,1487861300.3242612,binance
2026-03-29T01:26:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:26:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:26:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:26:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:26:00Z,BTCUSD,66547.37,66558.53,66547.37,66558.53,2231989681.0024433,binance
2026-03-29T01:27:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:27:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:27:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:27:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:27:00Z,BTCUSD,66559.96,66559.96,66559.95,66559.95,1487616217.5329351,binance
2026-03-29T01:28:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:28:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:28:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:28:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:28:00Z,BTCUSD,66548.73,66548.73,66542.23,66542.23,1487210297.6686206,binance
2026-03-29T01:29:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:29:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:29:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:29:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:29:00Z,BTCUSD,66533.39,66559.44,66533.39,66559.44,2230152292.9813213,binance
2026-03-29T01:30:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:30:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:30:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:30:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:30:00Z,BTCUSD,66538.0,66538.0,66527.0,66527.0,1486972356.0965762,binance
2026-03-29T01:31:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:31:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:31:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:31:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,1017755.0,yahoo
2026-03-29T01:31:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:31:00Z,BTCUSD,66519.19,66519.2,66519.19,66519.2,1486384098.4381306,binance
2026-03-29T01:31:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:31:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,6172375000.0,yahoo
2026-03-29T01:31:00Z,US30,45166.64,45166.64,45166.64,45166.64,2775454785.0,yahoo
2026-03-29T01:32:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:32:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:32:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:32:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:32:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,610653.0,yahoo
2026-03-29T01:32:00Z,BTCUSD,66514.08,66514.08,66513.24,66513.24,2229742550.2950716,binance
2026-03-29T01:32:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:32:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,3703425000.0,yahoo
2026-03-29T01:32:00Z,US30,45166.64,45166.64,45166.64,45166.64,1665272871.0,yahoo
2026-03-29T01:33:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:33:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
2026-03-29T01:33:00Z,NAS100,23132.771,23132.771,23132.771,23132.771,2468950000.0,yahoo
2026-03-29T01:33:00Z,US30,45166.64,45166.64,45166.64,45166.64,1110181914.0,yahoo
2026-03-29T01:33:00Z,BTCUSD,66513.25,66513.25,66510.87,66510.87,1486471225.7804656,binance
2026-03-29T01:33:00Z,XAUUSD,4524.3,4524.3,4524.3,4524.3,407102.0,yahoo
2026-03-29T01:33:00Z,EURUSD,1.151,1.151,1.151,1.151,0.0,yahoo
